properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "dungeon.tower_of_hera",
  music = "same",
}

tile{
  layer = 1,
  x = 24,
  y = 24,
  width = 272,
  height = 192,
  pattern = "placeholder.floor.high",
}

tile{
  layer = 1,
  x = 32,
  y = 64,
  width = 8,
  height = 112,
  pattern = "wall_border.high.w",
}

tile{
  layer = 1,
  x = 64,
  y = 32,
  width = 192,
  height = 8,
  pattern = "wall_border.high.n",
}

tile{
  layer = 1,
  x = 64,
  y = 200,
  width = 192,
  height = 8,
  pattern = "wall_border.high.s",
}

tile{
  layer = 1,
  x = 280,
  y = 64,
  width = 8,
  height = 112,
  pattern = "wall_border.high.e",
}

tile{
  layer = 1,
  x = 8,
  y = 8,
  width = 32,
  height = 32,
  pattern = "ceiling",
}

tile{
  layer = 1,
  x = 264,
  y = 176,
  width = 8,
  height = 16,
  pattern = "wall_border.high.e",
}

tile{
  layer = 1,
  x = 280,
  y = 200,
  width = 32,
  height = 32,
  pattern = "ceiling",
}

tile{
  layer = 1,
  x = 264,
  y = 48,
  width = 8,
  height = 16,
  pattern = "wall_border.high.e",
}

tile{
  layer = 1,
  x = 280,
  y = 8,
  width = 32,
  height = 32,
  pattern = "ceiling",
}

tile{
  layer = 1,
  x = 48,
  y = 48,
  width = 8,
  height = 16,
  pattern = "wall_border.high.w",
}

tile{
  layer = 1,
  x = 8,
  y = 200,
  width = 32,
  height = 32,
  pattern = "ceiling",
}

tile{
  layer = 1,
  x = 48,
  y = 184,
  width = 16,
  height = 8,
  pattern = "wall_border.high.s",
}

tile{
  layer = 1,
  x = 136,
  y = 104,
  width = 48,
  height = 32,
  pattern = "big_stage_carpet",
}

tile{
  layer = 1,
  x = 112,
  y = 80,
  width = 16,
  height = 16,
  pattern = "big_stage.nw",
}

tile{
  layer = 1,
  x = 192,
  y = 80,
  width = 16,
  height = 16,
  pattern = "big_stage.ne",
}

tile{
  layer = 1,
  x = 112,
  y = 144,
  width = 16,
  height = 16,
  pattern = "big_stage.sw",
}

tile{
  layer = 1,
  x = 192,
  y = 144,
  width = 16,
  height = 16,
  pattern = "big_stage.se",
}

tile{
  layer = 1,
  x = 128,
  y = 96,
  width = 8,
  height = 8,
  pattern = "big_stage_carpet.nw",
}

tile{
  layer = 1,
  x = 184,
  y = 96,
  width = 8,
  height = 8,
  pattern = "big_stage_carpet.ne",
}

tile{
  layer = 1,
  x = 128,
  y = 136,
  width = 8,
  height = 8,
  pattern = "big_stage_carpet.sw",
}

tile{
  layer = 1,
  x = 184,
  y = 136,
  width = 8,
  height = 8,
  pattern = "big_stage_carpet.se",
}

tile{
  layer = 1,
  x = 128,
  y = 104,
  width = 8,
  height = 32,
  pattern = "big_stage_carpet.w",
}

tile{
  layer = 1,
  x = 136,
  y = 96,
  width = 48,
  height = 8,
  pattern = "big_stage_carpet.n",
}

tile{
  layer = 1,
  x = 184,
  y = 104,
  width = 8,
  height = 32,
  pattern = "big_stage_carpet.e",
}

tile{
  layer = 1,
  x = 136,
  y = 136,
  width = 48,
  height = 8,
  pattern = "big_stage_carpet.s",
}

tile{
  layer = 1,
  x = 192,
  y = 96,
  width = 16,
  height = 48,
  pattern = "big_stage.e",
}

tile{
  layer = 1,
  x = 112,
  y = 96,
  width = 16,
  height = 48,
  pattern = "big_stage.w",
}

tile{
  layer = 1,
  x = 128,
  y = 80,
  width = 64,
  height = 16,
  pattern = "big_stage.n",
}

tile{
  layer = 1,
  x = 128,
  y = 144,
  width = 8,
  height = 16,
  pattern = "big_stage.s",
}

tile{
  layer = 1,
  x = 184,
  y = 144,
  width = 8,
  height = 16,
  pattern = "big_stage.s",
}

tile{
  layer = 1,
  x = 136,
  y = 144,
  width = 8,
  height = 16,
  pattern = "big_stage.l",
}

tile{
  layer = 1,
  x = 176,
  y = 144,
  width = 8,
  height = 16,
  pattern = "big_stage.r",
}

tile{
  layer = 1,
  x = 144,
  y = 144,
  width = 32,
  height = 16,
  pattern = "big_stage_stairs",
}

tile{
  layer = 1,
  x = 24,
  y = 24,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.nw",
}

tile{
  layer = 1,
  x = 40,
  y = 8,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.nw",
}

tile{
  layer = 1,
  x = 40,
  y = 24,
  width = 24,
  height = 24,
  pattern = "high_wall_outer_corner.nw",
}

tile{
  layer = 1,
  x = 256,
  y = 208,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.se",
}

tile{
  layer = 1,
  x = 272,
  y = 192,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.se",
}

tile{
  layer = 1,
  x = 8,
  y = 176,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.sw",
}

tile{
  layer = 1,
  x = 24,
  y = 192,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.sw",
}

tile{
  layer = 1,
  x = 256,
  y = 8,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.ne",
}

tile{
  layer = 1,
  x = 272,
  y = 24,
  width = 24,
  height = 24,
  pattern = "high_wall_inner_corner.ne",
}

tile{
  layer = 1,
  x = 256,
  y = 24,
  width = 24,
  height = 24,
  pattern = "high_wall_outer_corner.ne",
}

tile{
  layer = 1,
  x = 24,
  y = 176,
  width = 24,
  height = 24,
  pattern = "high_wall_outer_corner.sw",
}

tile{
  layer = 1,
  x = 256,
  y = 192,
  width = 24,
  height = 24,
  pattern = "high_wall_outer_corner.se",
}

tile{
  layer = 1,
  x = 32,
  y = 168,
  width = 16,
  height = 8,
  pattern = "wall_border.high.s",
}

tile{
  layer = 1,
  x = 48,
  y = 48,
  width = 16,
  height = 8,
  pattern = "wall_border.high.n",
}

tile{
  layer = 1,
  x = 256,
  y = 48,
  width = 16,
  height = 8,
  pattern = "wall_border.high.n",
}

tile{
  layer = 1,
  x = 256,
  y = 184,
  width = 16,
  height = 8,
  pattern = "wall_border.high.s",
}

tile{
  layer = 1,
  x = 248,
  y = 192,
  width = 8,
  height = 16,
  pattern = "wall_border.high.e",
}

tile{
  layer = 1,
  x = 248,
